Timestamp,Raw_value_MQ135,ACETON,TOLUENO,ALCOHOL,CO2,NH4,CO
1664533902, 0.3830688, 1.889057e-06, 7.846244e-07, 3.879222e-06, 5.313747e-05, 0.0002809101, 5.795228e-07
1664533902, 0.3850025, 1.983375e-06, 8.264792e-07, 4.072905e-06, 5.542445e-05, 0.0002915337, 6.153369e-07
1664533902, 0.3869361, 1.923e-06, 7.996715e-07, 3.948925e-06, 5.396229e-05, 0.0002847476, 5.92366e-07
1664533902, 0.3845191, 1.924559e-06, 8.003628e-07, 3.952126e-06, 5.400011e-05, 0.0002849234, 5.929562e-07
1664533902, 0.3827466, 1.878597e-06, 7.799913e-07, 3.857747e-06, 5.288295e-05, 0.0002797242, 5.755766e-07
1664533902, 0.3825855, 1.794372e-06, 7.427463e-07, 3.684787e-06, 5.082607e-05, 0.0002701173, 5.439822e-07
1664533902, 0.3816187, 1.88427e-06, 7.825037e-07, 3.869391e-06, 5.302103e-05, 0.0002803675, 5.77716e-07
1664533902, 0.3840357, 1.822473e-06, 7.551606e-07, 3.742494e-06, 5.151373e-05, 0.0002733343, 5.544861e-07
1664533902, 0.3827466, 1.872925e-06, 7.774793e-07, 3.846095e-06, 5.274482e-05, 0.0002790806, 5.734383e-07
1664533902, 0.3814575, 1.850165e-06, 7.674056e-07, 3.799356e-06, 5.219001e-05, 0.0002764928, 5.648734e-07
1664533902, 0.3822632, 1.8391e-06, 7.625115e-07, 3.776639e-06, 5.192002e-05, 0.0002752322, 5.607192e-07
1664533902, 0.3814575, 1.884293e-06, 7.825132e-07, 3.869438e-06, 5.302155e-05, 0.00028037, 5.777243e-07
1664533902, 0.3825855, 1.850307e-06, 7.674688e-07, 3.799652e-06, 5.219351e-05, 0.0002765092, 5.649268e-07
1664533902, 0.3816186, 1.822427e-06, 7.551398e-07, 3.742395e-06, 5.15126e-05, 0.0002733289, 5.544685e-07
1664533902, 0.3779125, 1.746304e-06, 7.215418e-07, 3.586078e-06, 4.964637e-05, 0.0002645863, 5.261023e-07
1664533902, 0.3817798, 1.804507e-06, 7.472221e-07, 3.705596e-06, 5.107423e-05, 0.0002712788, 5.477658e-07
1664533902, 0.3827466, 1.924509e-06, 8.003407e-07, 3.952026e-06, 5.399887e-05, 0.0002849178, 5.929373e-07
1664533902, 0.3840357, 1.947623e-06, 8.105976e-07, 3.999489e-06, 5.45593e-05, 0.0002875214, 6.017142e-07
1664533902, 0.3883863, 2.043731e-06, 8.533338e-07, 4.196849e-06, 5.688018e-05, 0.0002982692, 6.384643e-07
1664533902, 0.3882252, 2.06833e-06, 8.642943e-07, 4.247364e-06, 5.747185e-05, 0.0003010005, 6.479358e-07
1664533902, 0.3872584, 1.994654e-06, 8.314944e-07, 4.096072e-06, 5.569695e-05, 0.0002927963, 6.196475e-07
1664533902, 0.3875807, 2.025469e-06, 8.452027e-07, 4.159347e-06, 5.644035e-05, 0.0002962362, 6.314503e-07
1664533902, 0.3861304, 1.983346e-06, 8.264675e-07, 4.072851e-06, 5.542378e-05, 0.0002915308, 6.153268e-07
1664533902, 0.385647, 1.959678e-06, 8.159507e-07, 4.024244e-06, 5.485127e-05, 0.0002888763, 6.063014e-07
1664533902, 0.3859693, 1.953236e-06, 8.130907e-07, 4.011019e-06, 5.469533e-05, 0.0002881525, 6.038499e-07
1664533902, 0.384358, 1.871503e-06, 7.768496e-07, 3.843174e-06, 5.271014e-05, 0.0002789189, 5.729021e-07
1664533902, 0.3858082, 1.947916e-06, 8.107284e-07, 4.000091e-06, 5.456643e-05, 0.0002875545, 6.018259e-07
1664533902, 0.3856471, 2.019338e-06, 8.424742e-07, 4.146758e-06, 5.629256e-05, 0.000295553, 6.290988e-07
1664533902, 0.3853248, 1.936159e-06, 8.055095e-07, 3.975947e-06, 5.428146e-05, 0.0002862309, 5.973585e-07
1664533902, 0.3870973, 2.007318e-06, 8.371262e-07, 4.122077e-06, 5.600263e-05, 0.0002942117, 6.244927e-07
1664533902, 0.3830688, 1.889057e-06, 7.846244e-07, 3.879222e-06, 5.313747e-05, 0.0002809101, 5.795228e-07
1664533902, 0.3850025, 1.983375e-06, 8.264792e-07, 4.072905e-06, 5.542445e-05, 0.0002915337, 6.153369e-07
1664533902, 0.3869361, 1.923e-06, 7.996715e-07, 3.948925e-06, 5.396229e-05, 0.0002847476, 5.92366e-07
1664533902, 0.3845191, 1.924559e-06, 8.003628e-07, 3.952126e-06, 5.400011e-05, 0.0002849234, 5.929562e-07
1664533902, 0.3827466, 1.878597e-06, 7.799913e-07, 3.857747e-06, 5.288295e-05, 0.0002797242, 5.755766e-07
1664533902, 0.3825855, 1.794372e-06, 7.427463e-07, 3.684787e-06, 5.082607e-05, 0.0002701173, 5.439822e-07
1664533902, 0.3816187, 1.88427e-06, 7.825037e-07, 3.869391e-06, 5.302103e-05, 0.0002803675, 5.77716e-07
1664533902, 0.3840357, 1.822473e-06, 7.551606e-07, 3.742494e-06, 5.151373e-05, 0.0002733343, 5.544861e-07
1664533902, 0.3827466, 1.872925e-06, 7.774793e-07, 3.846095e-06, 5.274482e-05, 0.0002790806, 5.734383e-07
1664533902, 0.3814575, 1.850165e-06, 7.674056e-07, 3.799356e-06, 5.219001e-05, 0.0002764928, 5.648734e-07
1664533902, 0.3822632, 1.8391e-06, 7.625115e-07, 3.776639e-06, 5.192002e-05, 0.0002752322, 5.607192e-07
1664533902, 0.3814575, 1.884293e-06, 7.825132e-07, 3.869438e-06, 5.302155e-05, 0.00028037, 5.777243e-07
1664533902, 0.3825855, 1.850307e-06, 7.674688e-07, 3.799652e-06, 5.219351e-05, 0.0002765092, 5.649268e-07
1664533902, 0.3816186, 1.822427e-06, 7.551398e-07, 3.742395e-06, 5.15126e-05, 0.0002733289, 5.544685e-07
1664533902, 0.3779125, 1.746304e-06, 7.215418e-07, 3.586078e-06, 4.964637e-05, 0.0002645863, 5.261023e-07
1664533902, 0.3817798, 1.804507e-06, 7.472221e-07, 3.705596e-06, 5.107423e-05, 0.0002712788, 5.477658e-07
1664533902, 0.3827466, 1.924509e-06, 8.003407e-07, 3.952026e-06, 5.399887e-05, 0.0002849178, 5.929373e-07
1664533902, 0.3840357, 1.947623e-06, 8.105976e-07, 3.999489e-06, 5.45593e-05, 0.0002875214, 6.017142e-07
1664533902, 0.3883863, 2.043731e-06, 8.533338e-07, 4.196849e-06, 5.688018e-05, 0.0002982692, 6.384643e-07
1664533902, 0.3882252, 2.06833e-06, 8.642943e-07, 4.247364e-06, 5.747185e-05, 0.0003010005, 6.479358e-07
