Timestamp,Raw_value_MQ135,ACETONA,TOLUENO,ETANOL,CO2,NH4,CO
1667997369,14053.67,332.1201,45.3555,199.9522,409.208,96.31139,0.9815627
1667997390,14040.33,322.9097,43.15363,196.1197,412.2159,96.01234,1.002931
1667997411,14037.67,316.3734,44.6614,191.5731,401.8471,97.95483,1.004873
1667997431,14064.33,315.8445,42.60025,199.578,408.6801,95.89376,1.015599
1667997452,14109.67,318.7296,43.48663,198.6644,403.5745,96.83208,0.9971146
1667997473,14147.0,316.9787,43.12378,199.879,393.7909,96.94743,1.005961
1667997494,14056.33,321.3166,43.8791,201.2243,404.521,95.51016,0.9941868
1667997514,13925.67,318.9581,42.89103,200.2528,406.1776,96.65678,1.000995
1667997535,13925.67,322.3867,43.62598,196.8585,409.2213,96.77258,0.9990207
1667997556,13917.67,315.7091,44.54803,197.4948,405.1146,96.4826,1.005898
1667997577,13819.0,317.3866,43.51527,199.1447,406.4723,97.48281,1.008799
1667997597,13957.67,320.787,44.45259,197.5594,410.9288,96.36477,0.9852245
1667997618,13968.33,321.3245,43.88167,198.5152,402.7437,97.14762,0.9999915
1667997639,14072.33,321.0419,44.14011,196.5704,407.5863,96.02639,1.002865
1667997660,14019.0,322.1081,43.66476,195.9133,413.0709,97.65602,1.002984
1667997680,14272.33,320.5216,44.50614,197.6142,407.0312,97.00551,1.029122
1667997701,14312.33,320.776,43.70359,198.2038,396.2631,97.41072,1.013488
1667997722,14349.67,321.8077,44.0262,201.0639,405.3874,96.2047,1.010621
1667997743,14267.0,320.5098,44.57718,195.5631,404.3002,96.83287,0.9980871
1667997763,14091.0,319.9991,44.73246,194.7207,410.3039,95.97586,0.9913861
1667997784,14035.0,325.725,43.74357,197.4682,406.7322,97.18681,0.9980979
1667997805,13968.33,319.4774,43.666,197.6035,399.8788,96.83224,0.9903465
1667997826,13867.0,319.7387,44.10295,198.5268,409.226,97.02534,0.9980575
1667997846,13891.0,317.3871,44.4052,198.062,406.1877,96.71467,0.9941519
1667997867,13965.67,319.4811,43.43953,199.6887,406.754,96.83235,1.002186
1667997888,14072.33,319.2519,44.03074,201.09,418.9072,97.12592,0.9961164
1667997909,14243.0,322.5908,43.45342,195.693,414.4771,99.0052,1.013662
1667997930,14653.67,320.5809,43.95289,195.4507,417.5919,96.68032,1.01625
1667997950,15795.0,323.157,43.78507,199.8573,406.5656,96.88541,0.994641
1667997971,14877.67,319.7611,43.72114,198.3702,415.192,96.88786,0.9925633
1667997992,14459.0,320.7744,43.77873,198.6528,407.0463,96.37172,0.9999189
1667998013,14379.0,318.9867,42.78009,199.8688,417.2081,96.26724,0.9932653
1667998033,14291.0,320.4359,43.91853,191.4048,412.4737,96.71252,1.011687
1667998054,14275.0,319.7486,44.36346,194.9776,408.9265,98.25939,1.012522
1667998075,14885.67,321.2794,43.77924,200.5541,407.8306,96.32591,0.9952941
1667998096,14469.67,317.4714,44.49819,197.1781,412.9702,96.70199,1.002884
1667998116,14085.67,325.5512,43.91787,201.114,407.5695,96.07442,1.018237
1667998137,14096.33,316.4166,44.06328,192.4172,410.5584,97.65452,1.00777
1667998158,13989.67,328.5887,44.62205,195.9537,407.3099,96.53975,0.9900945
1667998179,14139.0,322.0506,44.03152,197.5678,408.1142,96.94907,1.002819
1667998200,14144.33,316.6463,43.66582,198.3616,408.3848,97.30308,1.013708
1667998220,13955.0,323.1739,44.2507,197.4599,411.4626,97.24261,0.9940973
1667998241,14363.0,320.5204,44.31571,194.797,410.2681,96.11087,0.99714
1667998262,14051.0,317.3974,44.2092,199.1218,410.0455,97.52055,1.001958
1667998283,13891.0,321.8367,44.06482,198.9779,408.6691,97.05215,1.001017
1667998303,13837.67,320.7932,43.07169,200.5489,409.4273,96.02338,0.9960716
1667998324,14272.33,324.688,44.06031,199.2557,404.6194,97.06327,0.9970909
1667998345,14144.33,320.7813,44.06066,197.4623,410.3188,96.48193,0.9999212
1667998366,13968.33,318.7072,43.737,196.0623,410.6059,96.78837,0.983353
1667998386,13928.33,316.3377,43.94037,196.101,407.5425,97.12683,0.9980392
1667998407,13933.67,322.0879,45.55612,195.9368,409.8154,97.21307,0.9980808
1667998428,13869.67,319.4709,43.51701,197.9077,412.6208,97.25243,1.004124
1667998449,13843.0,314.8616,44.13038,192.2249,404.841,96.25054,0.9922429
1667998470,13973.67,322.6404,43.59256,196.8875,406.4756,96.59437,1.001995
1667998490,14013.67,318.1631,44.65207,196.2537,402.1035,96.25049,0.9807528
1667998511,14013.67,318.4339,43.95467,196.537,407.0405,97.65167,0.9963436
1667998532,14485.67,316.4433,43.91481,197.622,402.3647,97.11495,1.006579
1667998553,14483.0,319.5021,43.8128,196.9271,405.9416,96.776,0.9990443
1667998573,14573.67,319.7538,42.26474,195.8763,409.7373,96.03281,1.001935
1667998594,14477.67,318.9472,43.58795,196.3078,415.4958,98.15594,1.004785
1667998615,14645.67,319.2518,43.46817,196.0177,412.38,97.7626,0.9989848
1667998636,14803.0,318.5921,44.02322,196.9057,417.1607,95.60571,1.005677
1667998657,14864.33,320.7649,43.22097,191.0361,408.0958,97.62684,0.9831272
1667998677,15005.67,323.947,43.88388,200.1986,406.5332,97.83177,0.9851858
1667998698,15043.0,315.3486,44.12634,198.2036,410.4524,97.3288,0.9895335
1667998719,15429.67,317.5977,44.25826,202.5106,408.3277,95.02255,0.9963413
1667998740,14861.67,320.0181,44.0262,198.2188,408.615,97.22633,0.9888494
1667998760,14715.0,316.3006,43.39945,200.5772,406.7755,95.76411,0.9971884
1667998781,14376.33,318.5442,44.46287,198.984,404.5869,97.5247,0.995241
1667998802,14384.33,324.3568,44.63971,198.2172,405.1449,97.28605,0.9944465
1667998823,14528.33,325.2276,43.45682,200.8407,402.7575,99.08168,0.9877815
1667998843,14477.67,322.8539,44.27417,197.3261,408.4358,97.16872,1.007696
1667998864,16529.33,316.1238,44.51226,196.7176,402.5364,96.41638,1.005014
1667998885,20204.0,321.4486,44.06458,197.9358,405.8356,97.02005,1.003079
1667998906,20482.0,311.2912,43.63388,197.8261,401.9871,97.42983,1.002387
1667998926,20885.0,316.4867,44.3475,198.542,403.0778,96.56367,0.9932741
1667998947,18574.67,322.0028,43.91566,200.0785,410.7393,96.40167,1.00812
1667998968,17652.0,319.8156,43.94961,197.9724,410.407,96.18564,0.9975023
1667998989,16484.0,325.8928,43.91839,201.4931,416.7917,96.88425,0.9783456
1667999009,15773.67,318.0487,43.81802,198.3396,405.8161,96.72457,0.9975107
1667999030,15675.0,320.4926,43.38181,195.4402,408.3225,96.39938,1.030931
1667999051,15584.33,320.0072,44.43222,198.6227,411.8341,98.15957,0.9851616
1667999072,14621.67,318.93,44.09318,198.9341,407.3073,97.00224,0.9905012
1667999092,14333.67,318.9987,44.17011,196.5486,408.1629,95.47641,1.011533
1667999113,14443.0,315.2212,44.41403,198.5036,410.532,96.99913,1.003834
1667999134,14461.67,313.3378,42.56417,198.0624,408.6501,96.25925,1.008641
1667999155,14648.33,321.5493,44.16585,197.0471,408.3861,98.23247,1.006569
1667999176,15107.0,316.8175,43.71337,201.9111,410.9415,97.34351,1.03282
1667999196,15269.67,323.1641,44.05566,195.9303,406.2796,97.48928,0.9798927
1667999217,15501.67,318.1819,43.10469,194.3475,407.8271,97.37955,1.007323
1667999238,15645.67,323.4206,44.04882,199.0587,405.5198,97.48383,0.9962421
1667999259,15685.67,320.2483,43.88605,196.9545,403.2448,95.29614,0.9858519
1667999279,15536.33,320.5037,42.88165,197.0712,409.0907,99.15568,1.007335
1667999300,15235.0,323.9918,43.7135,200.3773,407.0662,97.57644,0.977346
1667999321,15043.0,316.794,44.1972,196.3297,409.6505,97.05481,0.9935266
1667999342,14965.67,320.0067,43.88366,198.7918,403.1125,97.44537,1.019727
1667999362,15552.33,322.8972,43.95259,197.9361,405.55,96.73209,0.9956606
1667999383,15811.0,314.7376,44.61567,198.4777,408.3249,97.0414,1.02864
1667999404,14981.67,321.5215,43.91725,198.0626,407.31,96.32928,1.009286
1667999425,14560.33,320.7617,43.72243,198.046,395.6248,96.9358,0.9757449
1667999445,14547.0,321.2898,43.83429,196.6095,409.4474,97.79565,1.000969
1667999466,14397.67,324.6146,43.91821,194.5499,408.9444,97.991,0.9744676
1667999487,14435.0,325.8814,43.70071,200.2595,403.5545,97.16849,1.00191
1667999508,14421.67,317.9529,43.98964,198.2116,399.7909,96.0993,0.9817635
1667999529,14360.33,318.993,44.43427,199.8611,406.4792,96.66086,0.9893267
1667999549,14365.67,323.6112,44.89477,194.9324,411.8929,96.60296,0.9942558
1667999570,14312.33,318.7563,43.84659,194.929,405.4164,96.77443,1.024735
1667999591,14304.33,322.5929,43.88263,198.8939,397.9188,97.46549,1.004874
1667999612,14205.67,321.3237,43.91875,199.5667,410.7625,97.30035,0.9963539
1667999632,14163.0,326.6797,43.06036,200.1998,415.1661,96.01316,1.014631
1667999653,13997.67,325.0587,43.09036,197.7602,405.6568,96.71723,1.005895
1667999674,13864.33,320.2671,43.91844,199.4253,404.1973,97.59161,0.9970327
1667999695,13792.33,312.9877,44.02364,197.9097,402.1935,96.36263,1.006932
1667999716,13760.33,319.2072,43.59158,197.909,410.3669,97.33945,1.01016
1667999736,13725.67,312.9066,43.13179,198.8266,410.9713,97.01367,1.024145
1667999757,13720.33,319.2245,43.80753,194.7825,405.886,97.85332,1.006979
1667999778,13712.33,326.4595,44.37056,197.7512,407.0064,96.66162,0.9980274
1667999799,13645.67,322.1199,43.99396,193.6665,403.9755,96.13467,0.9940666
1667999819,13611.0,320.6884,44.52203,198.1971,408.9654,98.55334,0.987291
1667999840,13533.67,324.6564,44.48542,197.434,404.4436,97.30438,1.019305
1667999861,13592.33,317.3371,44.65656,197.6046,403.3374,96.65305,1.003968
1667999882,13565.67,324.0657,43.07306,198.3659,406.1738,96.89309,0.9842573
1667999902,13523.0,325.9658,44.56215,197.9074,407.5214,96.76175,0.9870223
1667999923,13451.0,317.0392,45.15257,198.3725,405.8609,94.9867,1.014325
1667999944,13592.33,317.5908,44.25508,201.1534,401.9658,96.83218,0.9920054
1667999965,13501.67,321.9048,43.58513,196.7997,407.8723,96.52615,0.9888077
1667999985,13640.33,321.0632,43.72145,199.6018,405.6613,96.60605,1.003096
1668000006,13669.67,321.0965,43.80675,197.6126,406.7423,97.07141,0.9950436
1668000027,13579.0,322.5684,43.72704,203.7262,418.2531,97.6823,0.9989715
1668000048,13600.33,324.0442,43.80657,198.5256,411.296,95.9328,0.9900927
1668000068,13643.0,317.4044,43.76971,196.8319,407.0146,96.95152,0.9860296
1668000089,13611.0,322.409,44.1688,198.9889,407.5515,96.55678,0.9950378
1668000110,13605.67,313.4152,43.99285,204.0674,413.2743,96.14113,1.000997
1668000131,13605.67,321.0652,43.8442,200.6662,411.5599,96.58922,0.9742166
1668000152,13656.33,319.2024,43.61959,197.1337,405.595,99.40104,0.9893394
1668000172,13803.0,319.2024,43.95833,195.0078,407.5758,97.18671,0.9960313
1668000193,13877.67,318.153,43.32668,197.606,405.9029,97.1314,0.9990176
1668000214,13875.0,313.7892,43.95258,199.1165,407.9021,94.56809,0.9969593
1668000235,13824.33,319.4853,44.55249,193.6576,410.0314,96.02726,1.005853
1668000255,13835.0,322.9435,43.84524,196.5372,406.4164,97.96922,0.999055
1668000276,13752.33,318.3963,44.66541,200.9579,407.8257,98.87836,0.9980392
1668000297,13744.33,323.2198,43.69916,196.3996,403.1889,97.67078,0.9970609
1668000318,13752.33,319.1976,43.43521,202.432,413.6082,99.31986,1.004989
1668000338,13717.67,319.2029,44.35755,199.7202,402.6001,96.25499,0.9853947
1668000359,13677.67,322.9561,43.5187,199.5975,409.2372,96.47602,1.005994
1668000380,14157.67,315.3233,43.95177,193.0085,403.2574,97.0675,0.9720365
1668000401,14488.33,317.6786,44.13254,201.0536,413.0867,96.25652,1.008597
1668000422,15117.67,317.071,44.23703,199.4898,407.0389,97.84132,0.9824205
1668000442,15187.0,321.7562,44.27104,198.9287,404.1524,97.82542,1.02509
1668000463,14755.0,321.2691,43.45823,195.6618,407.2856,97.9565,0.9761743
1668000484,14579.0,320.5213,43.81265,199.2547,401.4753,97.73406,0.9971598
1668000505,14781.67,316.009,45.30264,196.9177,404.3622,97.40524,1.000016
1668000525,14568.33,316.9628,44.02371,196.7365,401.9873,96.70385,1.025091
1668000546,14637.67,316.692,44.2434,196.7393,407.0446,96.30373,0.9847737
1668000567,14763.0,317.2926,43.51013,196.7637,412.1171,95.89036,1.014273
1668000588,14781.67,317.0217,43.98878,199.6807,404.9769,96.83229,0.9915271
1668000608,14683.0,314.4262,43.45921,199.0576,419.0538,95.47129,0.9942948
1668000629,14643.0,317.7497,43.56768,204.1262,406.4739,97.23389,0.9924249
1668000650,14440.33,319.7577,43.95366,198.0735,405.1731,96.54674,1.001915
1668000671,14507.0,319.7264,44.02377,197.897,406.2138,97.23755,0.9726027
1668000692,14405.67,322.8594,43.88305,197.8951,399.7797,97.40422,1.004054
1668000712,14253.67,321.8045,43.62812,200.4525,414.5386,96.65865,1.000961
1668000733,14179.0,320.0065,45.02819,196.9993,401.2438,95.90621,1.015668
