Timestamp,Raw_value_MQ135,ACETONA,TOLUENO,ETANOL,CO2,NH4,CO
1668102967,14552.33,320.9926,44.39774,197.5837,403.0875,97.42641,0.9850057
1668102988,14589.67,316.7333,43.00047,200.4146,409.1014,95.97276,0.9922017
1668103009,14477.67,321.5358,44.20549,194.4329,412.3254,95.85574,1.014703
1668103029,14512.33,331.9991,44.41493,198.6557,409.4584,95.79583,1.005735
1668103050,14603.0,322.3988,43.41596,192.5526,406.2628,95.89964,1.000801
1668103071,14515.0,314.2587,44.39571,196.4731,407.1019,96.8347,1.014661
1668103092,14531.0,323.3047,43.62137,196.435,409.4659,97.62448,0.9825326
1668103112,14525.67,323.7976,43.56609,197.1893,408.1143,97.68463,1.001829
1668103133,14443.0,311.3994,43.53218,200.1715,405.4001,96.55142,0.9646962
1668103154,14499.0,313.8859,44.66687,198.7944,407.0255,97.07564,1.010619
1668103175,14581.67,325.4073,43.28016,200.1384,414.0516,97.36028,1.002915
1668103196,14400.33,324.6605,45.43755,194.5384,403.3194,98.03863,0.9840975
1668103216,14531.0,318.9272,43.16455,198.0079,398.4254,96.09718,0.9857712
1668103237,14445.67,327.0456,43.94651,197.0278,406.6027,96.92958,1.007895
1668103258,14445.67,325.2917,44.38742,198.3795,404.6599,96.32078,1.012443
1668103279,14389.67,321.4725,43.59195,202.2959,405.9462,98.80043,1.013547
1668103299,14461.67,325.7062,43.85044,197.3096,405.638,96.60645,0.9857776
1668103320,14373.67,331.8256,44.20729,198.7953,412.214,96.09109,0.999179
1668103341,14480.33,320.2769,44.02792,201.5856,419.6551,97.18018,0.9634941
1668103362,14491.0,327.365,44.79574,197.9112,405.9493,96.49934,0.9884603
1668103382,14504.33,322.271,43.52987,199.4305,403.3107,97.16651,1.013311
1668103403,14504.33,317.4823,43.83911,201.0484,409.4236,96.02804,0.9865652
1668103424,14408.33,318.9611,43.99023,202.0802,411.9047,96.16631,0.9980434
1668103445,14413.67,312.3913,44.02514,194.6691,408.0759,96.8952,0.9971096
1668103466,14448.33,321.7949,44.12691,193.2179,410.2141,97.45231,0.9991778
1668103486,14432.33,319.7093,44.60106,199.3971,399.8165,97.18583,1.005739
1668103507,14491.0,324.1041,43.46657,198.7989,399.6726,98.25428,1.004798
1668103528,14419.0,310.5469,43.91925,197.7791,415.6552,98.5052,0.9942807
1668103549,14445.67,320.0433,44.09974,197.0164,406.4906,96.20358,0.9721404
1668103569,14413.67,328.0392,43.99042,198.0702,404.9287,96.89178,0.9998148
1668103590,14453.67,324.8813,44.06116,198.2926,415.1008,96.0806,1.019133
1668103611,14461.67,319.7304,43.80852,196.8873,409.2011,93.12386,0.9782709
1668103632,14488.33,316.1771,43.56557,198.6803,405.6782,97.92762,0.9655346
1668103653,14464.33,318.713,43.74121,201.1965,408.9479,96.20171,0.9752892
1668103673,14523.0,323.8346,44.3837,196.2726,411.2819,96.26785,1.037186
1668103694,14555.0,322.341,46.14812,200.58,402.8399,95.86646,0.9917012
1668103715,14469.67,313.9285,43.77086,199.335,407.6151,95.70062,0.9933502
1668103736,14573.67,323.8582,44.15123,200.8894,401.5623,97.22958,1.012885
1668103756,14544.33,324.601,43.48769,196.5393,407.5793,97.45693,0.9905871
1668103777,14643.0,319.0121,43.77787,196.8126,403.6008,95.76611,1.028704
1668103798,14600.33,308.6342,43.85984,196.6049,400.2066,96.368,0.9905487
1668103819,14656.33,317.4397,44.78387,192.0709,409.7018,96.02406,1.008255
1668103839,14645.67,319.7029,43.6702,198.196,408.0567,97.61766,0.9850915
1668103860,14560.33,329.0345,44.63407,194.9579,411.0723,95.92866,1.022682
1668103881,14547.0,322.8124,43.88201,195.8824,404.1265,97.69172,1.020179
1668103902,14571.0,321.5371,43.5643,200.9887,405.6999,96.54014,0.9728853
1668103922,14547.0,319.7469,44.57361,202.5401,407.0416,95.75735,1.013374
1668103943,14555.0,308.6125,43.95763,197.5958,405.9308,96.66059,1.001927
1668103964,14464.33,315.776,44.27861,199.3985,403.6569,98.10978,1.011539
1668103985,14539.0,323.3218,43.77645,202.8677,407.5612,97.23528,0.9805773
1668104005,14459.0,326.6028,42.79634,199.0954,406.2345,97.80743,1.000024
1668104026,14525.67,319.4976,43.9152,198.717,406.774,99.11495,1.000908
1668104047,14488.33,320.7911,43.67069,196.8933,400.1993,97.86089,1.021242
1668104068,14485.67,316.9754,43.32751,198.9757,402.7722,97.40746,0.9855679
1668104089,14475.0,311.9193,43.95708,198.0214,408.3547,95.49823,0.9806168
1668104109,14507.0,320.2636,43.66944,198.5098,407.0255,98.97733,1.019248
1668104130,14533.67,321.7276,43.91995,201.3204,404.9216,97.68546,0.9963181
1668104151,14491.0,318.9788,44.85363,202.354,411.1082,98.39191,0.9990436
1668104172,14488.33,317.2878,43.76427,195.8077,414.5759,96.65212,1.002014
1668104192,14491.0,323.8505,42.9408,191.0631,406.7375,98.38562,1.001627
1668104213,14501.67,322.5687,44.45854,195.9698,407.3679,97.05244,1.011433
1668104234,14483.0,321.0438,44.09737,199.7101,403.7976,96.03441,1.011435
1668104255,14488.33,322.2927,43.88297,198.946,406.7729,96.60658,0.9952702
1668104275,14541.67,320.5168,43.9896,195.7408,411.6326,97.23528,1.004874
1668104296,14440.33,319.7534,44.09346,196.8883,406.5062,96.03059,1.000999
1668104317,14499.0,324.3182,44.27324,203.741,406.4783,96.88876,0.9943077
1668104338,14509.67,315.9342,43.88313,198.6535,406.768,96.37586,0.9923533
1668104359,14440.33,323.3522,44.20877,200.6074,407.8751,96.37675,1.014779
1668104379,14496.33,320.2506,44.15501,199.8476,405.6946,95.74652,0.9894532
1668104400,14571.0,320.5175,44.02418,199.5403,410.2777,98.09882,0.9820027
1668104421,14547.0,319.7547,43.24504,196.8696,406.5125,96.27518,0.989627
1668104442,14568.33,320.7721,43.35023,197.0401,401.9219,96.53876,1.008619
1668104462,14528.33,308.0887,43.84378,198.9434,408.6303,98.4004,0.9943343
1668104483,14565.67,325.2088,43.95178,197.3229,407.0376,97.06106,0.9952713
1668104504,14563.0,318.8992,43.84266,196.5884,409.1679,96.49293,0.9953093
1668104525,14560.33,321.297,43.84755,191.5833,409.7027,96.14706,1.00377
1668104546,14555.0,319.501,44.17178,197.7677,407.8357,97.34981,0.9820602
1668104566,14576.33,323.1059,43.84826,195.8975,406.5101,97.06615,0.9895155
1668104587,14608.33,324.5634,43.71891,201.6208,407.0421,95.74296,1.0
1668104608,14595.0,332.6628,44.13337,198.8284,408.9019,96.83306,0.9952911
1668104629,14587.0,322.1263,44.23856,196.0078,405.9417,96.43639,0.9878632
1668104649,14544.33,316.2499,43.9894,195.1363,408.6317,97.11633,1.000955
1668104670,14539.0,320.2634,44.13141,199.391,405.1569,98.15652,0.9962205
1668104691,14544.33,318.9966,43.02301,197.6214,408.6337,96.60423,1.015087
1668104712,14565.67,318.2175,44.31462,199.2381,407.3296,96.16219,0.9878432
1668104732,14605.67,324.1279,43.00172,199.6799,405.7072,96.88879,1.00666
1668104753,14603.0,321.5535,43.84747,196.8845,406.2541,98.03736,0.9990493
1668104774,14539.0,318.2332,45.30025,198.211,402.2443,96.66196,1.008562
1668104795,14520.33,322.3403,44.49284,197.769,412.1507,96.94552,1.010553
1668104816,14571.0,317.7029,44.25925,200.1219,405.3385,97.9197,0.9673191
1668104836,14555.0,324.4245,43.25275,197.7717,412.754,95.88887,0.9915036
1668104857,14595.0,316.1227,44.024,198.3535,407.8367,95.64895,0.9990508
1668104878,14672.33,321.0626,43.67191,191.704,408.6249,97.11415,1.008627
1668104899,14691.0,326.4279,43.31841,198.062,406.7795,98.1703,0.974023
1668104919,14973.67,323.8051,42.95218,201.4092,395.2426,96.27441,1.025846
