Timestamp,Raw_value_MQ135,ACETONA,TOLUENO,ETANOL,CO2,NH4,CO
1668148549,10559.33,321.3135,44.88922,197.8778,406.2119,96.16822,1.001355
1668148570,10540.67,321.027,43.32719,199.1419,427.2426,97.55669,0.9914186
1668148690,10700.67,316.6924,43.87986,196.5386,401.4699,96.9791,0.9745046
1668148711,10655.33,312.5613,43.96489,196.5683,414.7705,96.18109,0.9846786
1668148732,10612.67,318.0026,43.65389,198.053,406.6512,97.27543,1.020024
1668148753,10580.67,324.5056,43.73838,199.3717,409.2732,96.25014,1.015756
1668148774,10578.0,320.5706,43.36921,199.3737,404.2834,96.82988,1.022027
1668148794,10554.0,321.2374,43.6343,197.9601,420.3152,97.5666,0.9793628
1668148915,10535.33,321.8915,43.60315,202.5736,399.7007,97.27761,0.9950364
1668148936,10530.0,324.1571,43.73587,196.5133,406.2072,95.97161,1.001198
1668148957,10567.33,322.208,43.73964,197.6889,399.607,98.04324,0.9747401
1668148977,10570.0,316.4553,44.06049,197.6537,407.9114,97.2674,1.008911
1668148998,10626.0,322.192,43.82839,194.8829,409.9414,96.83232,1.003628
1668149019,10612.67,324.4979,43.24275,195.7569,406.6548,97.48291,1.002435
1668149040,10652.67,323.5419,44.93419,194.7141,410.6096,98.94373,0.9842857
1668149060,10671.33,316.7673,44.00793,200.3451,399.4954,97.33041,1.009521
1668149081,10660.67,315.7074,44.74438,195.4951,406.2077,100.4287,0.9929247
1668149102,10652.67,323.6474,44.32663,195.2869,405.2249,95.91228,0.9919076
1668149123,10636.67,335.7883,44.41891,195.3074,411.6798,96.83144,0.9939889
1668149143,10618.0,315.4116,43.59037,198.0558,404.5537,94.81846,0.9916189
1668149164,10727.33,325.163,44.23049,204.511,409.9757,97.627,0.9756694
1668149185,10663.33,320.5881,44.00837,204.1105,407.2339,97.1203,1.024919
1668149206,10628.67,320.9045,43.12117,192.1041,403.4541,97.35678,1.00977
1668149227,10636.67,319.3084,43.82885,199.1848,410.5827,95.95512,0.9963756
1668149247,10663.33,320.5831,44.69196,196.2139,402.2182,97.04592,1.010032
1668149268,10663.33,314.2823,45.44477,202.5004,407.5837,97.33501,1.003572
1668149289,10615.33,321.8752,45.13691,200.3289,407.2285,97.12749,1.025791
1668149310,10615.33,314.0962,43.96275,198.8789,409.6015,96.11333,0.9994052
1668149330,10636.67,312.2261,44.23555,200.4728,409.6339,97.02104,0.9987382
1668149351,10570.0,325.8625,44.01021,195.6225,402.9031,97.71484,0.9987968
1668149372,10578.0,320.8822,43.61326,197.4786,402.0951,96.68006,1.021753
1668149393,10588.67,319.5945,44.88044,199.5636,401.5648,97.12243,0.9938506
1668149413,10543.33,321.5615,44.42942,198.2561,411.7085,97.1943,0.9591547
1668149434,10674.0,327.13,44.85413,200.7213,406.8718,95.95985,0.9674213
1668149455,10612.67,318.3129,44.36646,197.6893,407.5517,97.62978,1.012141
1668149476,10591.33,316.6675,44.56601,199.7319,402.4731,96.53703,1.000022
